user_id,month,total_income,total_spending,total_saving,saving_rate,restaurant_ratio,coffee_ratio,shopping_ratio,transport_ratio,electronics_ratio,entertainment_ratio,weekend_spending_ratio,planned_purchase_ratio,online_purchase_ratio,budget_adherence,financial_score,goal_progress,consecutive_budget_success,spending_trend,financial_personality,target_months,financial_risk,will_reach_goal,behavior_label,recommended_action
265,7,2200,3211.0,-1011.0,-0.46,0.061,0.005,0.083,0.004,0.667,0.052,0.125,0.846,0.231,0.0,60,0.0,1,Increasing,Balanced,12,High,No,Overspender,Emergency Spending Alert
265,8,2200,2170.92,29.08,0.013,0.014,0.0,0.0,0.0,0.698,0.053,0.193,0.857,0.571,0.0,60,0.0,1,Decreasing,Balanced,12,High,No,Impulsive,Increase Savings
265,9,2200,852.87,1347.13,0.612,0.067,0.035,0.327,0.064,0.0,0.0,0.203,0.846,0.538,0.499,60,0.0,1,Decreasing,Balanced,12,Medium,Yes,Balanced,Reduce Shopping
265,10,2200,1670.04,529.96,0.241,0.046,0.0,0.218,0.0,0.572,0.0,0.024,1.0,0.125,0.018,60,0.0,1,Increasing,Balanced,12,Medium,No,Balanced,Increase Monthly Savings
265,11,2200,688.21,1511.79,0.687,0.087,0.0,0.0,0.068,0.0,0.0,0.483,0.444,0.556,0.595,60,0.0,1,Decreasing,Balanced,12,Medium,No,Balanced,Increase Monthly Savings
265,12,2200,645.37,1554.63,0.707,0.421,0.0,0.407,0.0,0.0,0.0,0.407,0.714,0.429,0.621,100,0.241,1,Stable,Balanced,12,Low,No,Disciplined,Reduce Shopping
266,1,1500,1398.08,101.92,0.068,0.07,0.051,0.0,0.026,0.671,0.043,0.168,0.533,0.2,0.0,92,0.071,1,Stable,Coffee Lover,6,Medium,No,Balanced,Increase Savings
266,2,1500,208.18,1291.82,0.861,0.494,0.0,0.0,0.248,0.0,0.0,0.0,0.333,0.167,0.841,60,0.0,1,Decreasing,Coffee Lover,6,Medium,Yes,Balanced,Reduce Restaurant Spending
266,3,1500,547.32,952.68,0.635,0.14,0.028,0.0,0.106,0.0,0.0,0.208,0.875,0.375,0.581,60,0.0,1,Increasing,Coffee Lover,6,Medium,Yes,Balanced,Increase Monthly Savings
266,4,1500,504.85,995.15,0.663,0.132,0.024,0.24,0.025,0.0,0.108,0.29,0.429,0.286,0.614,60,0.0,1,Stable,Coffee Lover,6,Medium,Yes,Balanced,Increase Monthly Savings
266,5,1500,428.41,1071.59,0.714,0.3,0.028,0.0,0.0,0.0,0.267,0.224,0.333,0.222,0.672,60,0.0,1,Decreasing,Coffee Lover,6,Medium,No,Balanced,Reduce Restaurant Spending
266,6,1500,578.24,921.76,0.615,0.069,0.172,0.0,0.0,0.432,0.137,0.188,0.769,0.154,0.557,60,0.0,1,Increasing,Coffee Lover,6,Medium,No,Balanced,Increase Monthly Savings
266,7,1500,677.77,822.23,0.548,0.13,0.062,0.0,0.029,0.0,0.444,0.232,0.7,0.2,0.481,60,0.0,1,Increasing,Coffee Lover,6,Medium,No,Balanced,Increase Monthly Savings
266,8,1500,418.37,1081.63,0.721,0.623,0.184,0.0,0.0,0.0,0.194,0.313,0.444,0.0,0.68,60,0.0,1,Decreasing,Coffee Lover,6,Medium,No,Balanced,Reduce Coffee Spending
266,9,1500,716.66,783.34,0.522,0.147,0.047,0.597,0.051,0.0,0.158,0.527,0.667,0.222,0.452,60,0.0,1,Increasing,Coffee Lover,6,Medium,No,Balanced,Reduce Shopping
266,10,1500,405.0,1095.0,0.73,0.0,0.246,0.0,0.0,0.0,0.209,0.066,0.625,0.125,0.69,60,0.0,1,Decreasing,Coffee Lover,6,Medium,No,Balanced,Reduce Coffee Spending
266,11,1500,530.07,969.93,0.647,0.101,0.085,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.594,100,0.163,1,Increasing,Coffee Lover,6,Low,No,Disciplined,Maintain Current Habits
266,12,1500,1002.95,497.05,0.331,0.102,0.049,0.274,0.036,0.0,0.137,0.492,0.6,0.0,0.232,60,0.0,1,Increasing,Coffee Lover,6,Medium,No,Balanced,Increase Monthly Savings
267,1,2000,573.29,1426.71,0.713,0.119,0.024,0.655,0.029,0.0,0.0,0.803,0.5,0.833,0.687,92,0.17,1,Stable,Balanced,6,Low,Yes,Disciplined,Reduce Shopping
267,2,2000,1849.0,151.0,0.076,0.0,0.0,0.15,0.012,0.62,0.059,0.763,0.625,0.5,0.0,60,0.0,1,Increasing,Balanced,6,Medium,No,Balanced,Increase Savings
267,3,2000,924.76,1075.24,0.538,0.032,0.0,0.298,0.019,0.0,0.0,0.429,0.833,0.667,0.495,100,0.424,1,Decreasing,Balanced,6,Low,Yes,Disciplined,Maintain Current Habits
267,4,2000,191.76,1808.24,0.904,0.0,0.064,0.0,0.113,0.0,0.0,0.392,0.4,0.2,0.895,60,0.0,1,Decreasing,Balanced,6,Medium,Yes,Balanced,Increase Monthly Savings
267,5,2000,1559.98,440.02,0.22,0.043,0.028,0.115,0.0,0.673,0.0,0.087,0.875,0.25,0.149,60,0.0,1,Increasing,Balanced,6,Medium,No,Balanced,Increase Monthly Savings
267,6,2000,542.43,1457.57,0.729,0.0,0.0,0.154,0.021,0.0,0.252,0.151,0.75,0.25,0.704,60,0.0,1,Decreasing,Balanced,6,Medium,No,Balanced,Increase Monthly Savings
267,7,2000,446.03,1553.97,0.777,0.0,0.05,0.327,0.0,0.0,0.225,0.0,0.8,0.6,0.757,100,0.484,1,Decreasing,Balanced,6,Low,Yes,Disciplined,Reduce Shopping
267,8,2000,2299.92,-299.92,-0.15,0.072,0.0,0.0,0.0,0.576,0.0,0.613,0.75,0.583,0.0,60,0.0,1,Increasing,Balanced,6,High,No,Overspender,Emergency Spending Alert
267,9,2000,694.31,1305.69,0.653,0.0,0.029,0.0,0.053,0.0,0.0,0.167,0.889,0.222,0.621,100,0.331,1,Decreasing,Balanced,6,Low,No,Disciplined,Maintain Current Habits
267,10,2000,677.51,1322.49,0.661,0.0,0.018,0.377,0.046,0.0,0.174,0.185,0.556,0.667,0.63,60,0.0,1,Stable,Balanced,6,Medium,No,Balanced,Reduce Shopping
267,11,2000,1143.57,856.43,0.428,0.087,0.0,0.319,0.058,0.0,0.0,0.413,0.5,0.417,0.376,60,0.0,1,Increasing,Balanced,6,Medium,No,Balanced,Reduce Shopping
267,12,2000,905.15,1094.85,0.547,0.109,0.05,0.0,0.031,0.0,0.165,0.249,0.857,0.429,0.506,60,0.0,1,Decreasing,Balanced,6,Medium,No,Balanced,Increase Monthly Savings
268,1,990,580.79,409.21,0.413,0.0,0.0,0.158,0.0,0.0,0.179,0.162,1.0,0.273,0.36,60,0.0,1,Stable,Disciplined,12,Medium,Yes,Balanced,Increase Monthly Savings
268,2,990,120.38,869.62,0.878,0.0,0.1,0.0,0.133,0.0,0.0,0.1,0.8,0.4,0.867,60,0.0,1,Decreasing,Disciplined,12,Medium,Yes,Balanced,Increase Monthly Savings
268,3,990,1571.24,-581.24,-0.587,0.0,0.0,0.078,0.0,0.549,0.0,0.685,0.778,0.111,0.0,60,0.0,1,Increasing,Disciplined,12,High,No,Overspender,Emergency Spending Alert
268,4,990,543.33,446.67,0.451,0.0,0.0,0.174,0.031,0.0,0.0,0.33,1.0,0.3,0.402,100,0.188,1,Decreasing,Disciplined,12,Low,Yes,Disciplined,Maintain Current Habits
268,5,990,1544.62,-554.62,-0.56,0.019,0.008,0.0,0.0,0.806,0.052,0.128,0.889,0.333,0.0,60,0.0,1,Increasing,Disciplined,12,High,No,Overspender,Emergency Spending Alert
268,6,990,236.08,753.92,0.762,0.0,0.0,0.0,0.102,0.0,0.113,0.161,0.889,0.222,0.74,60,0.0,1,Decreasing,Disciplined,12,Medium,Yes,Balanced,Increase Monthly Savings
268,7,990,816.42,173.58,0.175,0.0,0.016,0.0,0.0,0.0,0.0,0.274,0.889,0.111,0.101,60,0.0,1,Increasing,Disciplined,12,Medium,No,Balanced,Increase Monthly Savings
268,8,990,585.85,404.15,0.408,0.102,0.0,0.219,0.028,0.0,0.0,0.13,0.833,0.25,0.355,60,0.0,1,Decreasing,Disciplined,12,Medium,Yes,Balanced,Increase Monthly Savings
268,9,990,287.32,702.68,0.71,0.315,0.0,0.0,0.066,0.0,0.113,0.206,1.0,0.25,0.684,92,0.066,1,Decreasing,Disciplined,12,Low,Yes,Disciplined,Reduce Restaurant Spending
268,10,990,278.78,711.22,0.718,0.0,0.0,0.358,0.029,0.0,0.158,0.358,1.0,0.4,0.693,60,0.0,1,Stable,Disciplined,12,Medium,Yes,Balanced,Reduce Shopping
268,11,990,330.78,659.22,0.666,0.0,0.0,0.45,0.051,0.0,0.0,0.151,1.0,0.5,0.636,60,0.0,1,Increasing,Disciplined,12,Medium,No,Balanced,Reduce Shopping
268,12,990,1303.76,-313.76,-0.317,0.0,0.0,0.145,0.0,0.418,0.016,0.095,1.0,0.571,0.0,60,0.0,1,Increasing,Disciplined,12,High,No,Overspender,Emergency Spending Alert
269,1,700,259.26,440.74,0.63,0.116,0.0,0.0,0.063,0.0,0.0,0.129,1.0,0.125,0.594,60,0.0,1,Stable,Budget Student,3,Medium,Yes,Balanced,Increase Monthly Savings
269,2,700,600.27,99.73,0.142,0.052,0.0,0.0,0.041,0.0,0.0,0.36,1.0,0.385,0.06,60,0.0,1,Increasing,Budget Student,3,Medium,No,Balanced,Increase Monthly Savings
269,3,700,431.88,268.12,0.383,0.0,0.0,0.0,0.057,0.0,0.0,0.038,1.0,0.222,0.324,60,0.0,1,Decreasing,Budget Student,3,Medium,No,Balanced,Increase Monthly Savings
269,4,700,334.35,365.65,0.522,0.0,0.036,0.0,0.054,0.0,0.0,0.255,0.8,0.1,0.477,60,0.0,1,Decreasing,Budget Student,3,Medium,No,Balanced,Increase Monthly Savings
269,5,700,189.95,510.05,0.729,0.158,0.063,0.0,0.093,0.0,0.0,0.686,0.714,0.286,0.703,60,0.0,1,Decreasing,Budget Student,3,Medium,No,Balanced,Increase Monthly Savings
269,6,700,227.36,472.64,0.675,0.132,0.053,0.0,0.0,0.0,0.0,0.188,0.833,0.333,0.644,60,0.0,1,Increasing,Budget Student,3,Medium,No,Balanced,Increase Monthly Savings
269,7,700,255.74,444.26,0.635,0.126,0.0,0.0,0.036,0.0,0.0,0.286,1.0,0.5,0.6,60,0.0,1,Increasing,Budget Student,3,Medium,No,Balanced,Increase Monthly Savings
269,8,700,685.55,14.45,0.021,0.0,0.0,0.0,0.027,0.0,0.0,0.311,0.867,0.2,0.0,60,0.0,1,Increasing,Budget Student,3,High,No,Impulsive,Increase Savings
269,9,700,284.19,415.81,0.594,0.106,0.084,0.0,0.032,0.0,0.0,0.323,1.0,0.125,0.555,60,0.0,1,Decreasing,Budget Student,3,Medium,No,Balanced,Increase Monthly Savings
269,10,700,245.11,454.89,0.65,0.122,0.0,0.0,0.135,0.0,0.0,0.279,1.0,0.333,0.616,60,0.0,1,Decreasing,Budget Student,3,Medium,No,Balanced,Increase Monthly Savings
269,11,700,257.92,442.08,0.632,0.0,0.0,0.0,0.121,0.0,0.0,0.71,1.0,0.286,0.596,60,0.0,1,Stable,Budget Student,3,Medium,No,Balanced,Increase Monthly Savings
269,12,700,333.24,366.76,0.524,0.0,0.0,0.0,0.024,0.0,0.0,0.24,0.857,0.429,0.478,60,0.0,1,Increasing,Budget Student,3,Medium,No,Balanced,Increase Monthly Savings
270,1,1790,9209.48,-7419.48,-4.145,0.0,0.005,0.055,0.0,0.94,0.0,0.248,0.375,0.75,0.0,60,0.0,1,Stable,Impulsive,9,High,No,Overspender,Emergency Spending Alert
270,2,1790,3541.87,-1751.87,-0.979,0.031,0.01,0.172,0.002,0.716,0.008,0.131,0.2,0.3,0.0,60,0.0,1,Decreasing,Impulsive,9,High,No,Overspender,Emergency Spending Alert
270,3,1790,1541.81,248.19,0.139,0.077,0.0,0.291,0.019,0.0,0.0,0.205,0.286,0.857,0.073,60,0.0,1,Decreasing,Impulsive,9,Medium,No,Balanced,Increase Monthly Savings
270,4,1790,4659.06,-2869.06,-1.603,0.009,0.003,0.066,0.0,0.751,0.026,0.573,0.222,0.556,0.0,60,0.0,1,Increasing,Impulsive,9,High,No,Overspender,Emergency Spending Alert
270,5,1790,5184.13,-3394.13,-1.896,0.025,0.0,0.08,0.0,0.739,0.0,0.645,0.364,0.909,0.0,60,0.0,1,Increasing,Impulsive,9,High,No,Overspender,Emergency Spending Alert
270,6,1790,2929.94,-1139.94,-0.637,0.0,0.0,0.43,0.017,0.409,0.0,0.114,0.2,0.7,0.0,60,0.0,1,Decreasing,Impulsive,9,High,No,Overspender,Emergency Spending Alert
270,7,1790,4865.58,-3075.58,-1.718,0.015,0.004,0.124,0.0,0.791,0.053,0.862,0.333,0.444,0.0,60,0.0,1,Increasing,Impulsive,9,High,No,Overspender,Emergency Spending Alert
270,8,1790,9483.85,-7693.85,-4.298,0.006,0.006,0.0,0.0,0.979,0.01,0.006,0.143,0.571,0.0,60,0.0,1,Increasing,Impulsive,9,High,No,Overspender,Emergency Spending Alert
270,9,1790,6179.56,-4389.56,-2.452,0.015,0.003,0.12,0.0,0.695,0.0,0.319,0.182,0.818,0.0,60,0.0,1,Decreasing,Impulsive,9,High,No,Overspender,Emergency Spending Alert
270,10,1790,2778.32,-988.32,-0.552,0.02,0.0,0.366,0.0,0.407,0.0,0.201,0.0,0.7,0.0,60,0.0,1,Decreasing,Impulsive,9,High,No,Overspender,Emergency Spending Alert
270,11,1790,8818.94,-7028.94,-3.927,0.0,0.005,0.036,0.0,0.942,0.0,0.223,0.0,0.714,0.0,60,0.0,1,Increasing,Impulsive,9,High,No,Overspender,Emergency Spending Alert
270,12,1790,8792.43,-7002.43,-3.912,0.0,0.0,0.037,0.004,0.91,0.014,0.924,0.429,0.714,0.0,60,0.0,1,Stable,Impulsive,9,High,No,Overspender,Emergency Spending Alert
271,1,1200,277.72,922.28,0.769,0.108,0.045,0.0,0.0,0.0,0.228,0.0,1.0,0.167,0.737,100,0.17,1,Stable,Disciplined,6,Low,Yes,Disciplined,Maintain Current Habits
271,2,1200,569.67,630.33,0.525,0.082,0.0,0.179,0.028,0.0,0.073,0.327,0.9,0.6,0.46,60,0.0,1,Increasing,Disciplined,6,Medium,Yes,Balanced,Increase Monthly Savings
271,3,1200,1473.89,-273.89,-0.228,0.0,0.024,0.168,0.01,0.799,0.0,0.024,0.8,0.2,0.0,60,0.0,1,Increasing,Disciplined,6,High,No,Overspender,Emergency Spending Alert
271,4,1200,809.7,390.3,0.325,0.0,0.015,0.146,0.0,0.0,0.112,0.338,1.0,0.3,0.233,60,0.0,1,Decreasing,Disciplined,6,Medium,No,Balanced,Increase Monthly Savings
271,5,1200,1660.98,-460.98,-0.384,0.018,0.0,0.048,0.005,0.78,0.0,0.0,1.0,0.5,0.0,60,0.0,1,Increasing,Disciplined,6,High,No,Overspender,Emergency Spending Alert
271,6,1200,546.28,653.72,0.545,0.064,0.022,0.0,0.0,0.0,0.0,0.219,1.0,0.444,0.483,60,0.0,1,Decreasing,Disciplined,6,Medium,No,Balanced,Increase Monthly Savings
271,7,1200,1308.34,-108.34,-0.09,0.0,0.009,0.0,0.022,0.693,0.094,0.818,0.9,0.4,0.0,60,0.0,1,Increasing,Disciplined,6,High,No,Overspender,Emergency Spending Alert
271,8,1200,302.84,897.16,0.748,0.0,0.045,0.0,0.028,0.0,0.147,0.028,1.0,0.5,0.713,60,0.0,1,Decreasing,Disciplined,6,Medium,No,Balanced,Increase Monthly Savings
271,9,1200,462.69,737.31,0.614,0.0,0.0,0.0,0.042,0.0,0.149,0.442,1.0,0.444,0.562,100,0.163,1,Increasing,Disciplined,6,Low,No,Disciplined,Maintain Current Habits
271,10,1200,320.79,879.21,0.733,0.22,0.037,0.249,0.0,0.0,0.0,0.223,1.0,0.286,0.696,60,0.0,1,Decreasing,Disciplined,6,Medium,No,Balanced,Increase Monthly Savings
271,11,1200,422.32,777.68,0.648,0.0,0.0,0.302,0.019,0.0,0.091,0.52,1.0,0.333,0.6,60,0.0,1,Increasing,Disciplined,6,Medium,No,Balanced,Reduce Shopping
271,12,1200,451.47,748.53,0.624,0.0,0.027,0.288,0.0,0.0,0.0,0.895,1.0,0.333,0.572,60,0.0,1,Stable,Disciplined,6,Medium,No,Balanced,Increase Monthly Savings
272,1,1400,3752.26,-2352.26,-1.68,0.022,0.006,0.0,0.004,0.899,0.018,0.009,0.9,0.9,0.0,60,0.0,1,Stable,Tech Enthusiast,9,High,No,Overspender,Emergency Spending Alert
272,2,1400,4139.42,-2739.42,-1.957,0.0,0.003,0.214,0.0,0.783,0.0,0.048,0.5,1.0,0.0,60,0.0,1,Increasing,Tech Enthusiast,9,High,No,Overspender,Emergency Spending Alert
272,3,1400,5833.78,-4433.78,-3.167,0.008,0.0,0.068,0.0,0.83,0.0,0.284,0.7,0.7,0.0,60,0.0,1,Increasing,Tech Enthusiast,9,High,No,Overspender,Emergency Spending Alert
272,4,1400,5615.78,-4215.78,-3.011,0.0,0.009,0.031,0.0,0.925,0.0,0.054,0.818,0.909,0.0,60,0.0,1,Stable,Tech Enthusiast,9,High,No,Overspender,Emergency Spending Alert
272,5,1400,4058.58,-2658.58,-1.899,0.0,0.004,0.067,0.0,0.872,0.041,0.959,0.571,1.0,0.0,60,0.0,1,Decreasing,Tech Enthusiast,9,High,No,Overspender,Emergency Spending Alert
272,6,1400,3407.91,-2007.91,-1.434,0.038,0.0,0.0,0.0,0.953,0.0,0.669,0.714,1.0,0.0,60,0.0,1,Decreasing,Tech Enthusiast,9,High,No,Overspender,Emergency Spending Alert
272,7,1400,5084.99,-3684.99,-2.632,0.013,0.0,0.0,0.0,0.875,0.052,0.423,0.875,1.0,0.0,60,0.0,1,Increasing,Tech Enthusiast,9,High,No,Overspender,Emergency Spending Alert
272,8,1400,3837.14,-2437.14,-1.741,0.036,0.0,0.0,0.0,0.824,0.056,0.12,0.778,0.889,0.0,60,0.0,1,Decreasing,Tech Enthusiast,9,High,No,Overspender,Emergency Spending Alert
272,9,1400,4950.0,-3550.0,-2.536,0.011,0.0,0.053,0.003,0.879,0.029,0.0,0.7,0.8,0.0,60,0.0,1,Increasing,Tech Enthusiast,9,High,No,Overspender,Emergency Spending Alert
272,10,1400,11251.84,-9851.84,-7.037,0.005,0.003,0.041,0.0,0.934,0.0,0.32,0.312,0.938,0.0,60,0.0,1,Increasing,Tech Enthusiast,9,High,No,Overspender,Emergency Spending Alert
272,11,1400,6360.16,-4960.16,-3.543,0.009,0.0,0.105,0.0,0.858,0.023,0.033,0.909,0.909,0.0,60,0.0,1,Decreasing,Tech Enthusiast,9,High,No,Overspender,Emergency Spending Alert
272,12,1400,1320.75,79.25,0.057,0.0,0.015,0.092,0.0,0.86,0.033,0.86,0.75,1.0,0.0,60,0.0,1,Decreasing,Tech Enthusiast,9,Medium,No,Balanced,Increase Savings
273,1,2900,1138.71,1761.29,0.607,0.0,0.0,0.112,0.017,0.0,0.343,0.205,0.75,0.25,0.554,60,0.0,1,Stable,Social Spender,3,Medium,Yes,Balanced,Increase Monthly Savings
273,2,2900,961.36,1938.64,0.668,0.171,0.072,0.0,0.053,0.0,0.0,0.606,0.5,0.2,0.624,60,0.0,1,Decreasing,Social Spender,3,Medium,No,Balanced,Increase Monthly Savings
273,3,2900,2016.77,883.23,0.305,0.157,0.026,0.0,0.017,0.0,0.19,0.096,0.615,0.231,0.211,60,0.0,1,Increasing,Social Spender,3,Medium,No,Balanced,Increase Monthly Savings
273,4,2900,110.79,2789.21,0.962,0.271,0.292,0.0,0.437,0.0,0.0,0.0,0.6,0.2,0.957,60,0.0,1,Decreasing,Social Spender,3,Medium,No,Balanced,Reduce Coffee Spending
273,5,2900,2617.37,282.63,0.097,0.021,0.013,0.0,0.006,0.0,0.0,0.0,0.167,0.5,0.0,100,0.397,1,Increasing,Social Spender,3,Medium,No,Balanced,Increase Savings
273,6,2900,737.11,2162.89,0.746,0.496,0.064,0.139,0.045,0.0,0.134,0.445,0.357,0.429,0.711,60,0.0,1,Decreasing,Social Spender,3,Medium,No,Balanced,Reduce Restaurant Spending
273,7,2900,3986.85,-1086.85,-0.375,0.064,0.005,0.058,0.0,0.0,0.069,0.149,0.417,0.5,0.0,60,0.0,1,Increasing,Social Spender,3,High,No,Overspender,Emergency Spending Alert
273,8,2900,3156.17,-256.17,-0.088,0.042,0.02,0.0,0.0,0.0,0.06,0.032,0.333,0.222,0.0,60,0.0,1,Decreasing,Social Spender,3,High,No,Overspender,Emergency Spending Alert
273,9,2900,887.13,2012.87,0.694,0.314,0.0,0.0,0.0,0.0,0.196,0.32,0.167,0.167,0.653,60,0.0,1,Decreasing,Social Spender,3,Medium,No,Balanced,Reduce Restaurant Spending
273,10,2900,6335.69,-3435.69,-1.185,0.014,0.005,0.0,0.007,0.0,0.04,0.802,0.4,0.4,0.0,60,0.0,1,Increasing,Social Spender,3,High,No,Overspender,Emergency Spending Alert
273,11,2900,2119.47,780.53,0.269,0.026,0.0,0.306,0.01,0.0,0.12,0.387,0.25,0.25,0.17,60,0.0,1,Decreasing,Social Spender,3,Medium,No,Balanced,Reduce Shopping
273,12,2900,1333.29,1566.71,0.54,0.0,0.024,0.0,0.021,0.0,0.0,0.024,0.0,0.75,0.478,60,0.0,1,Decreasing,Social Spender,3,Medium,No,Balanced,Increase Monthly Savings
274,1,2200,1027.66,1172.34,0.533,0.0,0.0,0.0,0.0,0.906,0.0,0.051,1.0,0.333,0.471,60,0.0,1,Stable,Disciplined,12,Medium,Yes,Balanced,Increase Monthly Savings
274,2,2200,449.62,1750.38,0.796,0.085,0.039,0.0,0.021,0.0,0.0,0.472,1.0,0.444,0.768,60,0.0,1,Decreasing,Disciplined,12,Medium,Yes,Balanced,Increase Monthly Savings
274,3,2200,2020.69,179.31,0.082,0.023,0.0,0.0,0.006,0.856,0.024,0.047,1.0,0.75,0.0,60,0.0,1,Increasing,Disciplined,12,Medium,No,Balanced,Increase Savings
274,4,2200,427.05,1772.95,0.806,0.0,0.03,0.0,0.0,0.0,0.187,0.324,1.0,0.25,0.78,60,0.0,1,Decreasing,Disciplined,12,Medium,Yes,Balanced,Increase Monthly Savings
274,5,2200,265.64,1934.36,0.879,0.113,0.09,0.0,0.196,0.0,0.0,0.09,1.0,0.3,0.863,100,0.05,1,Decreasing,Disciplined,12,Low,Yes,Disciplined,Maintain Current Habits
274,6,2200,627.49,1572.51,0.715,0.096,0.0,0.0,0.04,0.0,0.0,0.428,0.833,0.25,0.677,60,0.0,1,Increasing,Disciplined,12,Medium,Yes,Balanced,Increase Monthly Savings
274,7,2200,693.8,1506.2,0.685,0.053,0.018,0.242,0.0,0.0,0.0,0.0,1.0,0.444,0.643,100,0.044,1,Increasing,Disciplined,12,Low,Yes,Disciplined,Maintain Current Habits
274,8,2200,640.92,1559.08,0.709,0.054,0.0,0.0,0.0,0.0,0.097,0.581,1.0,0.167,0.67,60,0.0,1,Stable,Disciplined,12,Medium,Yes,Balanced,Increase Monthly Savings
274,9,2200,199.41,2000.59,0.909,0.0,0.0,0.0,0.068,0.0,0.0,0.0,1.0,0.25,0.897,60,0.0,1,Decreasing,Disciplined,12,Medium,Yes,Balanced,Increase Monthly Savings
274,10,2200,461.26,1738.74,0.79,0.0,0.026,0.381,0.127,0.0,0.0,0.073,0.917,0.25,0.762,60,0.0,1,Increasing,Disciplined,12,Medium,Yes,Balanced,Reduce Shopping
274,11,2200,385.69,1814.31,0.825,0.0,0.103,0.0,0.042,0.0,0.0,0.315,1.0,0.333,0.801,60,0.0,1,Decreasing,Disciplined,12,Medium,No,Balanced,Increase Monthly Savings
274,12,2200,2552.86,-352.86,-0.16,0.024,0.0,0.0,0.0,0.772,0.0,0.612,1.0,0.273,0.0,60,0.0,1,Increasing,Disciplined,12,High,No,Overspender,Emergency Spending Alert
275,1,2200,1476.99,723.01,0.329,0.023,0.008,0.0,0.022,0.717,0.0,0.891,0.909,0.273,0.177,85,0.051,1,Stable,Disciplined,9,Low,Yes,Disciplined,Maintain Current Habits
275,2,2200,1782.45,417.55,0.19,0.044,0.007,0.0,0.013,0.813,0.034,0.093,1.0,0.444,0.007,60,0.0,1,Increasing,Disciplined,9,Medium,Yes,Balanced,Increase Monthly Savings
275,3,2200,683.61,1516.39,0.689,0.173,0.018,0.117,0.064,0.0,0.0,0.602,1.0,0.308,0.619,60,0.0,1,Decreasing,Disciplined,9,Medium,Yes,Balanced,Increase Monthly Savings
275,4,2200,433.92,1766.08,0.803,0.0,0.0,0.0,0.018,0.0,0.071,0.385,0.875,0.25,0.758,100,0.418,1,Decreasing,Disciplined,9,Low,Yes,Disciplined,Maintain Current Habits
275,5,2200,209.2,1990.8,0.905,0.0,0.057,0.382,0.056,0.0,0.0,0.56,1.0,0.4,0.883,100,0.258,1,Decreasing,Disciplined,9,Low,Yes,Disciplined,Reduce Shopping
275,6,2200,1061.84,1138.16,0.517,0.0,0.011,0.0,0.033,0.632,0.0,0.781,1.0,0.538,0.409,60,0.0,1,Increasing,Disciplined,9,Medium,Yes,Balanced,Increase Monthly Savings
275,7,2200,702.22,1497.78,0.681,0.129,0.0,0.362,0.0,0.0,0.0,0.753,0.857,0.571,0.609,60,0.0,1,Decreasing,Disciplined,9,Medium,Yes,Balanced,Reduce Shopping
275,8,2200,167.19,2032.81,0.924,0.0,0.189,0.722,0.09,0.0,0.0,0.722,1.0,0.5,0.907,100,0.336,1,Decreasing,Disciplined,9,Low,Yes,Disciplined,Reduce Coffee Spending
275,9,2200,1603.41,596.59,0.271,0.0,0.016,0.0,0.005,0.831,0.0,0.035,1.0,0.625,0.107,60,0.0,1,Increasing,Disciplined,9,Medium,No,Balanced,Increase Monthly Savings
275,10,2200,440.24,1759.76,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.323,1.0,0.4,0.755,100,0.269,1,Decreasing,Disciplined,9,Low,Yes,Disciplined,Maintain Current Habits
275,11,2200,756.53,1443.47,0.656,0.08,0.0,0.323,0.021,0.0,0.0,0.351,1.0,0.2,0.579,75,0.013,1,Increasing,Disciplined,9,Medium,No,Balanced,Reduce Shopping
275,12,2200,1006.17,1193.83,0.543,0.03,0.012,0.0,0.031,0.631,0.042,0.106,1.0,0.2,0.44,60,0.0,1,Increasing,Disciplined,9,Medium,No,Balanced,Increase Monthly Savings
276,1,1790,443.27,1346.73,0.752,0.0,0.037,0.0,0.064,0.0,0.0,0.499,0.75,0.625,0.705,60,0.0,1,Stable,Improving,3,Medium,Yes,Recovering,Increase Monthly Savings
276,2,1790,380.63,1409.37,0.787,0.0,0.037,0.0,0.0,0.0,0.053,0.342,0.6,0.2,0.747,60,0.0,1,Decreasing,Improving,3,Medium,No,Recovering,Increase Monthly Savings
276,3,1790,2260.23,-470.23,-0.263,0.026,0.008,0.081,0.0,0.762,0.0,0.008,0.625,0.5,0.0,60,0.0,1,Increasing,Improving,3,High,No,Overspender,Emergency Spending Alert
276,4,1790,365.74,1424.26,0.796,0.082,0.0,0.0,0.104,0.0,0.102,0.439,0.333,0.333,0.757,60,0.0,1,Decreasing,Improving,3,Medium,No,Recovering,Increase Monthly Savings
276,5,1790,465.3,1324.7,0.74,0.064,0.026,0.344,0.049,0.0,0.195,0.386,0.5,0.5,0.69,60,0.0,1,Increasing,Improving,3,Medium,No,Recovering,Reduce Shopping
276,6,1790,452.25,1337.75,0.747,0.068,0.031,0.519,0.022,0.0,0.0,0.022,0.429,0.571,0.699,60,0.0,1,Stable,Improving,3,Medium,No,Recovering,Reduce Shopping
276,7,1790,2826.62,-1036.62,-0.579,0.034,0.0,0.0,0.003,0.786,0.043,0.82,0.556,0.556,0.0,100,0.318,1,Increasing,Improving,3,High,No,Overspender,Emergency Spending Alert
