user_id,uuid,age,gender,city,university,major,study_year,living_status,scholarship,part_time_income,other_income,total_income,monthly_budget,financial_goal,goal_amount,target_months,financial_personality
2152,d8514272-23d7-47e0-821e-ca07406728b5,21,Male,Makkah,King Abdulaziz University,Business Administration,2,Shared Apartment,990,0,200,1190,1019.51,Phone,4500,12,Budget Student
2153,47756346-666b-471f-ad53-607213d07649,25,Female,Abha,King Abdulaziz University,Information Systems,3,With Family,1500,0,400,1900,1658.66,Phone,4500,9,Balanced
2154,e1f026bf-0c80-4a02-959f-1bf3148f3148,24,Female,Jeddah,Princess Nourah University,Software Engineering,3,Shared Apartment,1000,0,700,1700,1350.67,Investment,10000,3,Coffee Lover
2155,3bc8bbaf-8ffb-4b50-be96-c10e6a4abf54,25,Female,Jeddah,King Fahd University of Petroleum and Minerals,Business Administration,3,Dorm,0,800,0,800,705.59,Car,25000,3,Budget Student
2156,2a78aee3-f46c-4ad8-9590-c5e4faa0f6fa,25,Male,Dammam,King Fahd University of Petroleum and Minerals,Nursing,1,Dorm,1500,800,0,2300,1732.27,Emergency Fund,6000,9,Improving
2157,fdaf5a32-da98-495a-8096-6b740c5cdadd,24,Female,Riyadh,Imam Mohammad Ibn Saud Islamic University,Information Systems,2,With Family,1500,500,0,2000,1618.78,Phone,4500,3,Balanced
2158,07211419-075d-4dd4-bf3d-1a20d91944e8,25,Male,Qassim,King Khalid University,Cybersecurity,5,Shared Apartment,990,800,0,1790,1692.18,Emergency Fund,6000,9,Budget Student
2159,45ca3a8c-287d-4985-8a47-3c7c82c9fa19,25,Female,Jeddah,Princess Nourah University,Software Engineering,4,Dorm,0,1800,200,2000,1895.06,Travel,4000,12,Disciplined
2160,6834f427-018b-44ea-93d4-a76dae713e65,25,Female,Jeddah,Princess Nourah University,Information Systems,3,Alone,1000,0,700,1700,1374.17,Emergency Fund,6000,6,Balanced
2161,adffe3bc-7f10-4f47-9736-d64c3caa550d,21,Male,Dammam,King Khalid University,Information Systems,3,Alone,0,0,0,0,0.0,Emergency Fund,6000,12,Balanced
2162,098b7389-bccc-4b5b-9113-d2c6268eebeb,25,Male,Jeddah,King Abdulaziz University,Law,4,With Family,1500,1200,200,2900,2422.52,Laptop,5000,9,Budget Student
2163,f580119b-46f3-4871-9cf8-c52b68085eed,20,Male,Jeddah,King Khalid University,Finance,1,Dorm,990,0,0,990,769.77,Emergency Fund,6000,12,Balanced
2164,e6ef7a8b-fa9a-43c9-8a9d-38103f5d04a8,24,Male,Tabuk,King Fahd University of Petroleum and Minerals,Software Engineering,2,Dorm,1000,0,200,1200,1075.36,Emergency Fund,6000,9,Balanced
2165,e8e53c6c-0da4-4d1a-9b56-6b3ccc04b623,18,Male,Madinah,Umm Al-Qura University,Electrical Engineering,3,Dorm,1000,0,700,1700,1318.8,Laptop,5000,6,Balanced
2166,490de1e5-2b06-4848-98c4-a6cf35eea45a,20,Male,Makkah,King Fahd University of Petroleum and Minerals,Computer Science,2,Dorm,0,0,0,0,0.0,Emergency Fund,6000,3,Social Spender
2167,c02b4929-d96e-4b11-9a98-23b953e6eb50,22,Male,Qassim,King Fahd University of Petroleum and Minerals,Electrical Engineering,2,Dorm,990,0,0,990,936.66,Investment,10000,6,Budget Student
2168,447f6873-1b5b-4372-b6b2-92f068ad5be4,24,Male,Jeddah,Qassim University,Electrical Engineering,4,Dorm,1000,1200,0,2200,2017.91,Emergency Fund,6000,12,Social Spender
2169,abadd85d-304c-404b-a35f-f1c2810339cc,23,Female,Madinah,Princess Nourah University,Computer Science,4,With Family,990,0,400,1390,1151.19,Travel,4000,12,Disciplined
2170,83b56a8e-41ae-4111-ba17-0ff09005f6c4,18,Male,Abha,Princess Nourah University,Finance,4,With Family,1000,0,200,1200,1039.23,Travel,4000,12,Budget Student
2171,3e5c2782-4c34-4386-b2cc-89eb0ea5be45,19,Female,Riyadh,King Fahd University of Petroleum and Minerals,Computer Science,5,Alone,990,0,0,990,823.27,Laptop,5000,12,Disciplined
2172,f740d52f-24af-48f1-87e9-e3d36bf78a36,23,Female,Dammam,Imam Mohammad Ibn Saud Islamic University,Mechanical Engineering,2,With Family,1000,0,0,1000,908.64,Phone,4500,3,Balanced
2173,01903853-ab03-4a0f-849f-ddfa11b6fd43,22,Male,Abha,Prince Sattam bin Abdulaziz University,Mechanical Engineering,1,Alone,1000,0,0,1000,920.17,Emergency Fund,6000,9,Coffee Lover
2174,d6ed7740-0265-442d-95bc-cd3fbf96e515,21,Female,Riyadh,Princess Nourah University,Software Engineering,1,Alone,990,1800,200,2990,2706.72,Gaming PC,8000,9,Balanced
2175,ad565969-dabc-4a41-8bb4-74eeec52ce81,20,Female,Riyadh,Imam Mohammad Ibn Saud Islamic University,Software Engineering,4,With Family,1000,1200,0,2200,1908.53,Gaming PC,8000,6,Disciplined
2176,ed2c75ae-09af-496a-91d9-320e4dc81e94,18,Female,Jeddah,Umm Al-Qura University,Accounting,1,Shared Apartment,1500,0,400,1900,1747.83,Investment,10000,9,Budget Student
2177,527ed53d-9c7b-4978-801f-0559db9f190f,23,Female,Abha,King Khalid University,Information Systems,1,With Family,990,800,400,2190,1990.03,Travel,4000,12,Coffee Lover
2178,a57c995a-9c67-4432-8d76-608570cc2713,19,Male,Qassim,King Khalid University,Electrical Engineering,5,With Family,990,500,700,2190,1952.88,Laptop,5000,9,Coffee Lover
2179,d152eb33-8a9f-42ee-af51-14d8b673ae25,19,Male,Tabuk,King Saud University,Medicine,5,Alone,1500,0,0,1500,1379.66,Investment,10000,12,Impulsive
2180,66d7a3d5-7360-4ebb-8125-863ab7df9cf8,20,Male,Jeddah,Imam Mohammad Ibn Saud Islamic University,Cybersecurity,4,Dorm,0,1200,400,1600,1390.44,Gaming PC,8000,12,Disciplined
2181,d36435ae-2c51-4d8b-8a46-5c11ad1e0dac,19,Male,Makkah,King Saud University,Law,4,With Family,1500,0,0,1500,1395.75,Gaming PC,8000,3,Social Spender
2182,c1d4d491-82ee-41b0-b3a2-ff44c4678858,20,Female,Jeddah,King Fahd University of Petroleum and Minerals,Mechanical Engineering,4,Alone,1000,500,200,1700,1585.2,Emergency Fund,6000,6,Balanced
2183,5e71a37a-855f-4301-9d86-05a9e9f42568,23,Male,Abha,Umm Al-Qura University,Nursing,5,With Family,1000,800,400,2200,1936.86,Gaming PC,8000,9,Budget Student
2184,49757c9c-aa18-43c7-bfa6-7e46c5303bd9,18,Male,Qassim,Imam Mohammad Ibn Saud Islamic University,Finance,5,With Family,1500,500,0,2000,1732.96,Laptop,5000,9,Budget Student
2185,f3840d01-b93d-4c86-9472-ab1f2123aa4d,22,Female,Jeddah,King Saud University,Finance,4,Dorm,990,800,0,1790,1639.05,Travel,4000,12,Disciplined
2186,ff428a56-2c29-4f48-83ab-476a302f4900,22,Female,Abha,King Khalid University,Software Engineering,4,With Family,1000,1800,0,2800,2548.19,Phone,4500,9,Balanced
2187,108f32e1-7d70-4702-a9cf-76c245b6634d,23,Male,Qassim,King Khalid University,Mechanical Engineering,5,Alone,1000,1800,0,2800,2303.77,Car,25000,9,Coffee Lover
2188,327e6d1d-bd47-4fce-9e3a-fa87b002dea1,19,Female,Qassim,Umm Al-Qura University,Artificial Intelligence,2,Alone,1000,1800,0,2800,2479.23,Emergency Fund,6000,12,Budget Student
2189,9a073a02-70da-40a9-9529-3e4300311b82,19,Female,Qassim,Qassim University,Software Engineering,2,With Family,1000,0,0,1000,755.11,Gaming PC,8000,3,Coffee Lover
2190,5b8de875-e8a8-4b1b-adde-9fddbd895884,21,Female,Madinah,King Saud University,Cybersecurity,2,With Family,1000,0,0,1000,867.57,Phone,4500,9,Disciplined
2191,872b8497-4245-403c-82ba-5b38768d7916,21,Male,Dammam,Qassim University,Business Administration,2,With Family,1000,800,0,1800,1435.64,Phone,4500,9,Budget Student
2192,77ed10f1-ff15-4cb5-831f-c9808198eea9,18,Male,Dammam,King Abdulaziz University,Cybersecurity,3,With Family,990,500,0,1490,1139.8,Gaming PC,8000,12,Budget Student
2193,0726556b-be3c-4f81-81bf-6ee131efe630,23,Female,Abha,Taibah University,Computer Science,2,With Family,990,0,0,990,823.89,Travel,4000,12,Balanced
2194,56452573-22cf-48f4-b953-ef78f9e88a95,23,Female,Qassim,Qassim University,Software Engineering,2,With Family,990,1800,0,2790,2407.05,Investment,10000,3,Improving
2195,798ae520-bfab-413e-8cb3-2c18e5a42d90,24,Female,Riyadh,Taibah University,Mechanical Engineering,4,With Family,990,800,200,1990,1553.72,Laptop,5000,6,Impulsive
2196,237cc476-794e-4b4c-9eac-607c277e9ac0,23,Female,Madinah,Prince Sattam bin Abdulaziz University,Accounting,5,Dorm,1000,0,200,1200,959.6,Laptop,5000,3,Overspender
2197,3e9583e4-a7b0-42e3-af91-1ad06b06275e,23,Male,Dammam,Qassim University,Cybersecurity,3,With Family,990,0,400,1390,1181.42,Car,25000,12,Budget Student
2198,388c35f9-9a90-4fdd-9507-7d0fd2d5e9cd,21,Male,Qassim,Qassim University,Cybersecurity,5,Dorm,1000,800,400,2200,1677.16,Phone,4500,12,Disciplined
2199,8e9b9d84-af83-4eb7-b24a-36db3582f134,24,Male,Tabuk,King Khalid University,Computer Science,2,Alone,1000,800,200,2000,1573.5,Emergency Fund,6000,3,Shopaholic
2200,c1aa17a3-b374-4fbf-a0a2-0f348e8e7864,25,Male,Tabuk,Taibah University,Computer Science,1,Alone,990,0,0,990,876.79,Laptop,5000,6,Disciplined
2201,d0401abe-a3d2-4ba9-b5b6-6e73d73934f4,18,Female,Tabuk,King Khalid University,Finance,2,Alone,990,1200,0,2190,1809.99,Car,25000,3,Shopaholic
2202,0828de72-3554-44f1-8abe-f7f98fb69ff7,19,Male,Tabuk,King Khalid University,Information Systems,1,With Family,990,0,0,990,809.26,Phone,4500,3,Coffee Lover
2203,a3cc0fef-a249-4dd8-8702-411cff02cd70,20,Male,Makkah,Taibah University,Finance,3,With Family,990,1800,0,2790,2527.41,Laptop,5000,9,Balanced
2204,58f0a222-1e95-43c6-9f54-e1f7c8338bb1,20,Male,Riyadh,Qassim University,Cybersecurity,2,With Family,1000,500,0,1500,1323.07,Emergency Fund,6000,3,Improving
2205,83e45274-94f3-46b3-acac-215980025938,18,Female,Madinah,Qassim University,Mechanical Engineering,4,With Family,1500,0,700,2200,1905.02,Car,25000,6,Social Spender
2206,02eb36b2-fe6c-4911-8ba6-85f39d4bb7e3,18,Female,Madinah,Taibah University,Information Systems,3,Alone,990,0,200,1190,1130.34,Emergency Fund,6000,6,Balanced
2207,92451e50-2188-46b2-8fc0-5cb2ad5ff4d2,25,Female,Riyadh,Taibah University,Computer Science,5,With Family,990,500,0,1490,1212.29,Emergency Fund,6000,12,Coffee Lover
2208,ef3d2f0a-325e-4c73-bf11-e4b1aa36b535,25,Male,Madinah,King Abdulaziz University,Accounting,5,With Family,1500,2500,0,4000,3478.99,Car,25000,6,Impulsive
2209,fc9645e4-fcef-4c94-9e3f-8e72e92309e6,22,Male,Qassim,King Saud University,Computer Science,3,With Family,1000,0,0,1000,848.54,Emergency Fund,6000,12,Disciplined
2210,ad08d4e0-d016-4173-a876-55285716b780,21,Male,Tabuk,Qassim University,Artificial Intelligence,4,Alone,990,800,0,1790,1549.15,Laptop,5000,9,Tech Enthusiast
2211,7fac251d-ecfc-4eb2-be7d-09a588edc39c,20,Female,Dammam,Umm Al-Qura University,Law,3,With Family,990,500,0,1490,1228.68,Laptop,5000,9,Disciplined
2212,f94b835c-90e2-459b-99bf-2803a07829a2,22,Male,Qassim,King Saud University,Mechanical Engineering,1,With Family,990,0,0,990,879.54,Laptop,5000,12,Coffee Lover
2213,87898f99-9167-4ca8-8797-3281d32d6465,19,Male,Qassim,Prince Sattam bin Abdulaziz University,Computer Science,3,With Family,1500,0,0,1500,1252.39,Emergency Fund,6000,9,Social Spender
2214,175672b7-ed29-48eb-b67e-48166b1bb48a,24,Male,Riyadh,King Fahd University of Petroleum and Minerals,Software Engineering,1,With Family,1000,500,0,1500,1373.6,Travel,4000,3,Disciplined
2215,cd2f9618-98bc-4d98-a294-3bbea3ed51e1,23,Male,Dammam,King Saud University,Business Administration,1,With Family,990,1200,0,2190,1933.82,Gaming PC,8000,12,Balanced
2216,ffa325d9-9a98-4b62-8171-642c87607014,20,Male,Jeddah,King Saud University,Law,2,Dorm,1000,800,200,2000,1854.28,Car,25000,9,Impulsive
2217,30534afb-82d9-4113-81c5-195ed683d39d,23,Male,Tabuk,King Fahd University of Petroleum and Minerals,Nursing,4,Dorm,1000,500,0,1500,1201.32,Gaming PC,8000,6,Balanced
2218,97bfad97-0194-41be-ac9f-502d68867097,22,Male,Riyadh,Prince Sattam bin Abdulaziz University,Software Engineering,4,With Family,990,800,0,1790,1467.52,Gaming PC,8000,6,Coffee Lover
2219,a5fce7d3-b0e1-4396-b706-73a49579a5d5,19,Male,Makkah,Taibah University,Electrical Engineering,5,Shared Apartment,0,1200,0,1200,1108.42,Travel,4000,12,Budget Student
2220,ec17110b-655d-480c-b16b-4fb96e579f77,25,Female,Jeddah,Qassim University,Electrical Engineering,1,Shared Apartment,990,500,200,1690,1375.74,Car,25000,12,Budget Student
2221,f3d32375-ed71-47b3-9bdf-1ee4c90bf234,23,Female,Tabuk,Umm Al-Qura University,Medicine,1,With Family,1000,500,0,1500,1301.47,Laptop,5000,3,Shopaholic
2222,5674275b-685f-4158-bfad-2cb024e15b46,20,Female,Riyadh,King Fahd University of Petroleum and Minerals,Finance,3,With Family,990,1200,0,2190,1654.24,Emergency Fund,6000,12,Balanced
2223,d13a08cc-702a-4645-895e-68fba671e2a3,19,Male,Jeddah,Princess Nourah University,Mechanical Engineering,1,Alone,990,1200,0,2190,1869.42,Emergency Fund,6000,3,Improving
2224,d298b5cf-5e8c-4e29-8134-8df2c7488bd8,23,Male,Dammam,Princess Nourah University,Cybersecurity,3,Shared Apartment,990,800,400,2190,1822.98,Car,25000,6,Disciplined
2225,c00c346c-5a5a-44fe-bbeb-1e88cd58c04c,18,Male,Dammam,King Abdulaziz University,Law,4,With Family,1000,800,0,1800,1474.62,Travel,4000,12,Social Spender
2226,cb232590-c1f6-48cb-bf55-8cb202bd37d0,20,Female,Jeddah,King Khalid University,Information Systems,1,Shared Apartment,990,0,0,990,901.76,Car,25000,12,Improving
2227,a292ab68-82cd-482e-aaca-b4e6aaa21a63,24,Male,Madinah,King Abdulaziz University,Nursing,2,Alone,990,800,0,1790,1685.61,Travel,4000,12,Social Spender
2228,2f799e8c-7fea-482b-b1fe-30bd7a10e9ca,19,Female,Tabuk,Princess Nourah University,Finance,2,With Family,1500,800,700,3000,2571.2,Phone,4500,9,Balanced
2229,23229564-46c9-4100-a6fc-d18d82985afb,24,Female,Qassim,Taibah University,Business Administration,3,With Family,990,1200,0,2190,1867.07,Emergency Fund,6000,12,Social Spender
2230,2866b2c0-a255-4de0-be9e-52e7e6e65256,20,Male,Tabuk,King Saud University,Mechanical Engineering,3,Alone,1500,0,0,1500,1255.49,Car,25000,12,Balanced
2231,ac0a7216-9d7c-44b6-8098-776b391aa1b0,24,Male,Riyadh,Princess Nourah University,Information Systems,3,Shared Apartment,1500,2500,0,4000,3422.39,Travel,4000,9,Coffee Lover
2232,e4b69b49-29c8-499a-87dc-a5806890956f,19,Male,Abha,Qassim University,Medicine,4,With Family,990,800,0,1790,1389.87,Emergency Fund,6000,6,Impulsive
2233,3f127566-7c8e-41ec-8d0c-2d1461b5ca70,24,Female,Madinah,Umm Al-Qura University,Computer Science,3,Alone,0,1800,0,1800,1386.77,Gaming PC,8000,3,Disciplined
2234,473b6fb3-2033-4bdb-81f4-dafeb142a5f0,18,Male,Qassim,King Abdulaziz University,Electrical Engineering,4,With Family,990,800,0,1790,1490.66,Phone,4500,6,Balanced
2235,197d53e0-7d42-4346-90a4-df9ddbfe609e,19,Male,Dammam,Princess Nourah University,Cybersecurity,5,Dorm,990,1200,0,2190,1857.8,Investment,10000,6,Shopaholic
2236,d386fa0d-042b-4175-aa6c-a456a79f2132,24,Male,Abha,Prince Sattam bin Abdulaziz University,Business Administration,5,Shared Apartment,990,1200,0,2190,1787.62,Emergency Fund,6000,12,Balanced
2237,29427fc9-9329-4cc0-a2c7-45a184990f79,18,Male,Dammam,King Fahd University of Petroleum and Minerals,Information Systems,1,Alone,990,0,200,1190,1110.24,Laptop,5000,12,Coffee Lover
2238,7bd02015-19ff-4125-95b1-6743d5b6025a,22,Female,Madinah,King Abdulaziz University,Medicine,5,Shared Apartment,0,1800,200,2000,1897.41,Car,25000,9,Coffee Lover
2239,6c58888d-7d21-4d48-b2fd-c5ae06f16547,21,Male,Qassim,Princess Nourah University,Electrical Engineering,2,With Family,0,0,0,0,0.0,Gaming PC,8000,3,Balanced
2240,10067e1b-a81c-475c-8755-e5d0a6355cb5,20,Female,Qassim,Umm Al-Qura University,Accounting,2,With Family,990,0,0,990,849.73,Travel,4000,9,Balanced
2241,2bc65118-e655-427e-acb6-f81ecd02fcc3,21,Male,Riyadh,Umm Al-Qura University,Finance,4,Dorm,990,500,0,1490,1365.19,Laptop,5000,12,Improving
2242,894e4a26-2a86-4f64-ba19-0fb48112ed14,21,Male,Madinah,King Fahd University of Petroleum and Minerals,Electrical Engineering,3,With Family,1500,0,0,1500,1227.64,Car,25000,12,Balanced
2243,6fcde2e0-4005-4cf3-98a8-c28fb3ebe755,25,Female,Riyadh,King Saud University,Artificial Intelligence,3,With Family,1500,0,200,1700,1455.45,Investment,10000,12,Balanced
2244,bf3bc87c-2f95-44ae-8d3b-8bcfec9bb803,20,Male,Abha,Taibah University,Computer Science,3,Dorm,1500,1200,0,2700,2450.88,Gaming PC,8000,3,Budget Student
2245,743f1376-8c03-4c69-a414-991b780c5a31,21,Female,Qassim,King Saud University,Artificial Intelligence,1,With Family,1500,0,0,1500,1268.0,Emergency Fund,6000,3,Balanced
2246,36620d3b-88fb-4f35-88f7-ec55fdc3f6ce,25,Male,Tabuk,King Fahd University of Petroleum and Minerals,Accounting,5,With Family,1000,800,400,2200,2074.12,Emergency Fund,6000,9,Shopaholic
2247,da1e8b3a-b523-41af-ad23-551acd088c87,21,Male,Dammam,King Abdulaziz University,Nursing,1,Alone,1500,0,0,1500,1173.91,Emergency Fund,6000,9,Balanced
2248,cdc7d599-837a-4d7e-8e3f-cc05335d4763,24,Male,Makkah,King Khalid University,Artificial Intelligence,3,Dorm,990,800,0,1790,1554.73,Gaming PC,8000,9,Improving
2249,9f356050-9ffb-413f-bc65-7ce21d5422ea,23,Male,Riyadh,Princess Nourah University,Information Systems,1,With Family,990,0,0,990,931.63,Gaming PC,8000,3,Social Spender
2250,cebd900d-a23a-4091-bde5-1cd3b59b76d4,24,Male,Makkah,Imam Mohammad Ibn Saud Islamic University,Business Administration,4,With Family,990,1800,0,2790,2122.26,Investment,10000,3,Disciplined
2251,7924f582-f720-4627-9e32-7933947d66e8,21,Female,Madinah,Imam Mohammad Ibn Saud Islamic University,Business Administration,4,With Family,1000,1800,0,2800,2172.41,Phone,4500,12,Coffee Lover
2252,66c85d74-d300-4cc4-8588-3888b3bb9e85,23,Female,Abha,Taibah University,Mechanical Engineering,5,Dorm,1000,500,700,2200,1780.16,Emergency Fund,6000,12,Balanced
2253,cab0487f-9e3e-46dd-89e8-295cfcd2f76b,23,Female,Makkah,Qassim University,Information Systems,5,Dorm,990,500,700,2190,1678.84,Laptop,5000,3,Balanced
2254,3929647f-0404-4e6d-b239-15b6e2147f6e,21,Female,Dammam,King Fahd University of Petroleum and Minerals,Information Systems,3,With Family,990,1200,200,2390,2238.49,Laptop,5000,12,Impulsive
2255,0e2d5ec9-4775-4b45-9ab4-e3f7615f68e7,19,Female,Abha,Princess Nourah University,Software Engineering,5,Dorm,1000,800,0,1800,1416.59,Investment,10000,9,Budget Student
2256,1bc6eaf9-161e-4b75-af16-937a7e57c85d,18,Male,Riyadh,King Abdulaziz University,Finance,4,Shared Apartment,990,0,0,990,917.08,Phone,4500,12,Balanced
2257,40c0dae4-e43e-43dd-af1e-8c6315eade31,21,Female,Makkah,King Abdulaziz University,Mechanical Engineering,1,Shared Apartment,1000,1200,0,2200,1974.64,Laptop,5000,9,Impulsive
2258,10fe9127-3ea1-4b88-ab8a-4325dd39cc9c,24,Male,Madinah,King Saud University,Nursing,3,With Family,990,800,0,1790,1627.9,Phone,4500,3,Budget Student
2259,21563b72-f92a-468b-8d77-496b958e21bc,23,Female,Abha,King Khalid University,Nursing,1,Dorm,1500,0,200,1700,1370.99,Phone,4500,12,Tech Enthusiast
2260,7324d7f8-42c2-4210-b60e-41ef9d526cec,20,Female,Madinah,Qassim University,Computer Science,1,Dorm,990,0,400,1390,1207.73,Phone,4500,3,Balanced
2261,621d64bb-c18c-467c-a282-840e10cb12d0,23,Female,Jeddah,Imam Mohammad Ibn Saud Islamic University,Cybersecurity,5,Shared Apartment,990,1800,700,3490,3052.64,Travel,4000,6,Impulsive
2262,1fa89b61-1d59-4a85-91c6-aaf83a54a874,22,Male,Jeddah,Princess Nourah University,Information Systems,1,Shared Apartment,990,0,0,990,865.11,Phone,4500,6,Shopaholic
2263,4a1a9b8e-ba7d-4292-adc6-ff5a6db16f32,22,Male,Dammam,King Khalid University,Medicine,5,With Family,1500,0,0,1500,1288.51,Investment,10000,3,Shopaholic
2264,774d8eb5-0463-4479-a45f-5a80c191c3f1,19,Male,Riyadh,Umm Al-Qura University,Information Systems,1,Dorm,1000,0,0,1000,788.44,Phone,4500,12,Improving
2265,dcea94ab-8745-4d10-b73e-dbab1ff13755,21,Female,Tabuk,Taibah University,Computer Science,3,Alone,1000,800,0,1800,1606.15,Phone,4500,3,Impulsive
2266,8cac82d2-f1d1-43b9-b793-788410c93ded,19,Male,Qassim,Prince Sattam bin Abdulaziz University,Computer Science,3,Shared Apartment,0,1200,0,1200,907.24,Car,25000,6,Social Spender
2267,72bf05cc-af0a-42c3-8264-e03cbc4d87ff,22,Female,Abha,Qassim University,Computer Science,4,With Family,1000,0,400,1400,1300.42,Phone,4500,12,Budget Student
2268,a0b65737-be5a-45d9-a4f3-6a873a282e64,20,Female,Qassim,King Abdulaziz University,Cybersecurity,1,Shared Apartment,990,1200,0,2190,1973.59,Travel,4000,6,Disciplined
2269,f672c209-e0cf-4a6a-958d-2b583a7c53e8,19,Male,Riyadh,King Fahd University of Petroleum and Minerals,Electrical Engineering,4,Alone,0,0,0,0,0.0,Gaming PC,8000,6,Social Spender
2270,5c843e6d-9b07-44b8-9a45-50fb7b81e365,24,Female,Qassim,King Saud University,Computer Science,3,Dorm,1000,0,200,1200,967.42,Laptop,5000,12,Balanced
2271,7bd9b09b-1e73-4e94-b9cb-3f45a26ce0ff,21,Male,Qassim,King Saud University,Computer Science,4,With Family,1000,1200,0,2200,1949.72,Investment,10000,3,Budget Student
2272,b7b52196-5e7f-4382-ac2e-d86cb698f710,18,Female,Makkah,Imam Mohammad Ibn Saud Islamic University,Information Systems,2,With Family,1000,1200,0,2200,2021.53,Gaming PC,8000,12,Balanced
2273,49975535-f0cb-483a-826d-25b107152932,21,Male,Makkah,Taibah University,Business Administration,5,Dorm,1000,500,0,1500,1377.22,Gaming PC,8000,12,Balanced
2274,82cb321a-2519-41f1-a79d-15bca5ed2a16,20,Female,Abha,Prince Sattam bin Abdulaziz University,Business Administration,3,Alone,1000,1200,400,2600,2008.54,Investment,10000,3,Impulsive
2275,82076f6b-d4d1-40cb-96df-42c8fdecd359,20,Male,Tabuk,Taibah University,Medicine,5,Alone,1500,1200,700,3400,2922.51,Travel,4000,12,Balanced
2276,050d00f2-1f24-40d5-b661-b350278ca53f,18,Male,Madinah,Imam Mohammad Ibn Saud Islamic University,Accounting,3,With Family,1500,1200,0,2700,2305.2,Phone,4500,12,Coffee Lover
2277,ff6f199e-ff6a-400f-88f1-3dd2d6cdcfd0,22,Male,Tabuk,Imam Mohammad Ibn Saud Islamic University,Finance,1,With Family,1000,500,200,1700,1411.11,Gaming PC,8000,3,Coffee Lover
2278,b7292018-4f8f-461b-bd84-8f1a8a170719,18,Male,Madinah,King Fahd University of Petroleum and Minerals,Medicine,3,With Family,990,0,0,990,762.98,Emergency Fund,6000,9,Balanced
2279,5341a402-961d-434a-9930-fb79de825fd1,22,Male,Tabuk,Princess Nourah University,Software Engineering,4,With Family,0,0,0,0,0.0,Gaming PC,8000,9,Balanced
2280,4b9de86f-8d7a-4e66-9e10-669d50bbae4f,20,Female,Riyadh,King Fahd University of Petroleum and Minerals,Business Administration,3,Dorm,0,0,0,0,0.0,Laptop,5000,9,Impulsive
2281,1add028a-65c2-442a-8c02-fde0c3fdae7a,22,Male,Qassim,Taibah University,Software Engineering,3,Shared Apartment,990,0,700,1690,1334.56,Emergency Fund,6000,9,Tech Enthusiast
2282,5bbd87d6-c81c-4ddc-87e3-e7e88116269b,24,Female,Riyadh,King Saud University,Cybersecurity,1,Shared Apartment,990,2500,200,3690,2835.92,Travel,4000,12,Tech Enthusiast
2283,895087c8-7638-4280-9673-da6935975bc7,24,Female,Madinah,King Abdulaziz University,Mechanical Engineering,1,Dorm,990,500,0,1490,1334.08,Phone,4500,12,Social Spender
2284,ad0da433-325e-457e-b68b-992756684581,23,Male,Abha,Taibah University,Computer Science,5,With Family,1000,0,0,1000,755.88,Car,25000,3,Coffee Lover
2285,64e5c148-e516-47be-a186-3c161836b8a6,21,Female,Madinah,King Saud University,Cybersecurity,3,Shared Apartment,1500,0,0,1500,1313.51,Laptop,5000,9,Balanced
2286,6928bdd9-0e31-4829-8f6b-47e58da08404,24,Male,Qassim,King Khalid University,Business Administration,5,With Family,1000,500,0,1500,1337.95,Laptop,5000,9,Budget Student
2287,53ebb80f-d619-48a3-a81f-69911deed488,24,Female,Abha,Prince Sattam bin Abdulaziz University,Information Systems,1,Alone,1000,0,0,1000,900.31,Gaming PC,8000,12,Budget Student
2288,e0b7037a-0ccd-40f5-8460-296ffc75560c,23,Male,Riyadh,King Saud University,Software Engineering,4,Alone,1000,0,0,1000,898.5,Emergency Fund,6000,3,Tech Enthusiast
2289,226fe418-bdaf-4cb4-8a45-f7b293937a1b,22,Female,Dammam,Imam Mohammad Ibn Saud Islamic University,Business Administration,1,Shared Apartment,990,0,0,990,883.4,Gaming PC,8000,6,Budget Student
2290,cea2b1ee-62ae-457f-bdb4-0452dbedf1fd,19,Male,Riyadh,Princess Nourah University,Finance,1,With Family,990,1800,0,2790,2631.5,Emergency Fund,6000,3,Disciplined
2291,19a7dc54-3cf5-450e-aa15-3097090abfbd,24,Male,Makkah,King Saud University,Artificial Intelligence,5,With Family,1000,0,0,1000,806.37,Emergency Fund,6000,9,Balanced
2292,494a14c9-a0b0-4fc8-ad71-df3628792192,23,Female,Dammam,Umm Al-Qura University,Cybersecurity,2,With Family,1000,800,400,2200,1946.78,Phone,4500,12,Social Spender
2293,eab50b13-fd93-4c91-9bbe-6eaecbcd6afa,19,Male,Riyadh,King Abdulaziz University,Accounting,3,With Family,1500,800,0,2300,2018.12,Car,25000,12,Disciplined
2294,f37142b3-9eb7-45d0-ad12-56b0d3ec29bb,19,Female,Riyadh,Umm Al-Qura University,Electrical Engineering,5,With Family,0,500,0,500,468.24,Gaming PC,8000,3,Coffee Lover
2295,e6698459-36c2-4be5-837d-6ab26c990cd1,22,Female,Madinah,Prince Sattam bin Abdulaziz University,Accounting,1,Alone,1000,0,0,1000,949.87,Laptop,5000,6,Disciplined
2296,fbdc7b6f-04c7-4c28-91bc-b464cf868070,22,Female,Makkah,Umm Al-Qura University,Medicine,3,Alone,1000,0,0,1000,786.94,Gaming PC,8000,12,Improving
2297,873225a0-2e44-47c2-8a73-7e125272ace6,25,Female,Riyadh,King Saud University,Finance,5,Dorm,1000,1800,0,2800,2167.76,Investment,10000,6,Balanced
